#phase,      #real(PD),      #real(PA)
  0.00,  0.9972551E+00,  0.8964319E+02
  0.10,  0.9978286E+00,  0.9649887E+02
  0.20,  0.9991248E+00,  0.1014978E+03
  0.30,  0.9995095E+00,  0.1027618E+03
  0.40,  0.9972132E+00,  0.9886944E+02
  0.50,  0.9947267E+00,  0.9047325E+02
  0.60,  0.9968666E+00,  0.8181010E+02
  0.70,  0.9994144E+00,  0.7738166E+02
  0.80,  0.9992393E+00,  0.7817811E+02
  0.90,  0.9979448E+00,  0.8288578E+02
