#phase,      #real(PD),      #real(PA)
  0.00,  0.9380317E+00,  0.8822815E+02
  0.10,  0.9385204E+00,  0.1236177E+03
  0.20,  0.9388042E+00,  0.1588459E+03
  0.30,  0.9367224E+00,  0.1430349E+02
  0.40,  0.9325481E+00,  0.5069710E+02
  0.50,  0.9300329E+00,  0.8811646E+02
  0.60,  0.9321425E+00,  0.1255985E+03
  0.70,  0.9363608E+00,  0.1621089E+03
  0.80,  0.9387262E+00,  0.1763042E+02
  0.90,  0.9385986E+00,  0.5285342E+02
