#phase,      #real(PD),      #real(PA)
  0.00,  0.9704609E+00,  0.8879247E+02
  0.10,  0.9801449E+00,  0.1115004E+03
  0.20,  0.9941129E+00,  0.1268969E+03
  0.30,  0.9997451E+00,  0.1326415E+03
  0.40,  0.9819401E+00,  0.1246832E+03
  0.50,  0.9045818E+00,  0.9213919E+02
  0.60,  0.9761693E+00,  0.5732102E+02
  0.70,  0.9996671E+00,  0.4739846E+02
  0.80,  0.9950886E+00,  0.5207571E+02
  0.90,  0.9817591E+00,  0.6655814E+02
