#phase,      #real(PD),      #real(PA)
  0.00,  0.8989153E+00,  0.8774559E+02
  0.10,  0.9364652E+00,  0.1295416E+03
  0.20,  0.9693287E+00,  0.1592004E+03
  0.30,  0.9714595E+00,  0.2826461E+01
  0.40,  0.9267226E+00,  0.3237144E+02
  0.50,  0.7830600E+00,  0.8665500E+02
  0.60,  0.9154230E+00,  0.1436181E+03
  0.70,  0.9701148E+00,  0.1747358E+03
  0.80,  0.9706958E+00,  0.1833286E+02
  0.90,  0.9414666E+00,  0.4694824E+02
