#phase,      #real(PD),      #real(PA)
  0.00,  0.9564980E+00,  0.8854442E+02
  0.10,  0.9788369E+00,  0.1146293E+03
  0.20,  0.9978022E+00,  0.1277902E+03
  0.30,  0.9985166E+00,  0.1283728E+03
  0.40,  0.9818053E+00,  0.1165913E+03
  0.50,  0.9564980E+00,  0.9145558E+02
  0.60,  0.9788369E+00,  0.6537069E+02
  0.70,  0.9978022E+00,  0.5220985E+02
  0.80,  0.9985166E+00,  0.5162720E+02
  0.90,  0.9818053E+00,  0.6340874E+02
