#phase,      #real(PD),      #real(PA)
  0.00,  0.9420965E+00,  0.8829140E+02
  0.10,  0.9474977E+00,  0.1219179E+03
  0.20,  0.9548880E+00,  0.1531527E+03
  0.30,  0.9494712E+00,  0.3757351E+01
  0.40,  0.9150145E+00,  0.3986305E+02
  0.50,  0.8694078E+00,  0.8742179E+02
  0.60,  0.9094660E+00,  0.1359136E+03
  0.70,  0.9476756E+00,  0.1730120E+03
  0.80,  0.9551300E+00,  0.2382917E+02
  0.90,  0.9484322E+00,  0.5484050E+02
