#phase,      #real(PD),      #real(PA)
  0.00,  0.9435797E+00,  0.8831157E+02
  0.10,  0.9453500E+00,  0.1219007E+03
  0.20,  0.9469162E+00,  0.1548109E+03
  0.30,  0.9404141E+00,  0.8306420E+01
  0.40,  0.9213673E+00,  0.4547332E+02
  0.50,  0.9054765E+00,  0.8780978E+02
  0.60,  0.9190626E+00,  0.1305028E+03
  0.70,  0.9390666E+00,  0.1681977E+03
  0.80,  0.9467512E+00,  0.2190761E+02
  0.90,  0.9456448E+00,  0.5477922E+02
