#phase,      #real(PD),      #real(PA)
  0.00,  0.9655156E+00,  0.8869930E+02
  0.10,  0.9798406E+00,  0.1126526E+03
  0.20,  0.9961970E+00,  0.1269082E+03
  0.30,  0.9994602E+00,  0.1299667E+03
  0.40,  0.9814861E+00,  0.1197600E+03
  0.50,  0.9396020E+00,  0.9170813E+02
  0.60,  0.9773465E+00,  0.6223841E+02
  0.70,  0.9990100E+00,  0.5037110E+02
  0.80,  0.9970824E+00,  0.5228708E+02
  0.90,  0.9820113E+00,  0.6540962E+02
