#phase,      #real(PD),      #real(PA)
  0.00,  0.9867818E+00,  0.8919948E+02
  0.10,  0.9877909E+00,  0.1049934E+03
  0.20,  0.9908302E+00,  0.1193023E+03
  0.30,  0.9955198E+00,  0.1299634E+03
  0.40,  0.9883299E+00,  0.1301929E+03
  0.50,  0.8003811E+00,  0.9303176E+02
  0.60,  0.9821632E+00,  0.5117114E+02
  0.70,  0.9960016E+00,  0.4933246E+02
  0.80,  0.9912337E+00,  0.5941781E+02
  0.90,  0.9880097E+00,  0.7348180E+02
