#phase,      #real(PD),      #real(PA)
  0.00,  0.9736086E+00,  0.8885374E+02
  0.10,  0.9782223E+00,  0.1110923E+03
  0.20,  0.9873730E+00,  0.1295354E+03
  0.30,  0.9951318E+00,  0.1423013E+03
  0.40,  0.9943550E+00,  0.1451397E+03
  0.50,  0.5192322E+00,  0.9551745E+02
  0.60,  0.9892992E+00,  0.3593164E+02
  0.70,  0.9958117E+00,  0.3680769E+02
  0.80,  0.9882376E+00,  0.4891197E+02
  0.90,  0.9790906E+00,  0.6684581E+02
