#phase,      #real(PD),      #real(PA)
  0.00,  0.9495907E+00,  0.8840658E+02
  0.10,  0.9486174E+00,  0.1203703E+03
  0.20,  0.9445072E+00,  0.1530813E+03
  0.30,  0.9348708E+00,  0.7796923E+01
  0.40,  0.9196645E+00,  0.4605380E+02
  0.50,  0.9099114E+00,  0.8786501E+02
  0.60,  0.9181396E+00,  0.1298965E+03
  0.70,  0.9335363E+00,  0.1685581E+03
  0.80,  0.9438335E+00,  0.2356329E+02
  0.90,  0.9483806E+00,  0.5640820E+02
