#phase,      #real(PD),      #real(PA)
  0.00,  0.8078591E+00,  0.8689260E+02
  0.10,  0.9513877E+00,  0.1368163E+03
  0.20,  0.9945576E+00,  0.1556564E+03
  0.30,  0.9995596E+00,  0.1618293E+03
  0.40,  0.9921028E+00,  0.1589816E+03
  0.50,  0.2507975E+00,  0.1004646E+03
  0.60,  0.9864487E+00,  0.2245092E+02
  0.70,  0.9996847E+00,  0.1795702E+02
  0.80,  0.9955800E+00,  0.2335119E+02
  0.90,  0.9613343E+00,  0.4022148E+02
