#phase,      #real(PD),      #real(PA)
  0.00,  0.9377725E+00,  0.8824023E+02
  0.10,  0.9593350E+00,  0.1211332E+03
  0.20,  0.9833699E+00,  0.1442427E+03
  0.30,  0.9921087E+00,  0.1592651E+03
  0.40,  0.9935459E+00,  0.1702194E+03
  0.50,  0.8485651E+00,  0.1794719E+03
  0.60,  0.9931074E+00,  0.8805501E+01
  0.70,  0.9925247E+00,  0.1950783E+02
  0.80,  0.9847618E+00,  0.3396857E+02
  0.90,  0.9625308E+00,  0.5607161E+02
