#phase,      #real(PD),      #real(PA)
  0.00,  0.9220573E+00,  0.8803531E+02
  0.10,  0.9589542E+00,  0.1235526E+03
  0.20,  0.9893497E+00,  0.1445960E+03
  0.30,  0.9979912E+00,  0.1547108E+03
  0.40,  0.9941420E+00,  0.1548087E+03
  0.50,  0.3169622E+00,  0.9859867E+02
  0.60,  0.9890697E+00,  0.2640330E+02
  0.70,  0.9984158E+00,  0.2472968E+02
  0.80,  0.9907733E+00,  0.3399417E+02
  0.90,  0.9636504E+00,  0.5366925E+02
