#phase,      #real(PD),      #real(PA)
  0.00,  0.9897885E+00,  0.8929382E+02
  0.10,  0.9911361E+00,  0.1030951E+03
  0.20,  0.9948360E+00,  0.1147207E+03
  0.30,  0.9987441E+00,  0.1213266E+03
  0.40,  0.9883709E+00,  0.1168580E+03
  0.50,  0.9388395E+00,  0.9166540E+02
  0.60,  0.9845484E+00,  0.6463799E+02
  0.70,  0.9988909E+00,  0.5846684E+02
  0.80,  0.9952774E+00,  0.6433269E+02
  0.90,  0.9914212E+00,  0.7560564E+02
