#phase,      #real(PD),      #real(PA)
  0.00,  0.6111453E+00,  0.8530671E+02
  0.10,  0.9431355E+00,  0.1516105E+03
  0.20,  0.9900566E+00,  0.1727517E+03
  0.30,  0.9907958E+00,  0.5853396E+01
  0.40,  0.9561308E+00,  0.2517207E+02
  0.50,  0.6111453E+00,  0.8530671E+02
  0.60,  0.9431355E+00,  0.1516105E+03
  0.70,  0.9900566E+00,  0.1727517E+03
  0.80,  0.9907958E+00,  0.5853396E+01
  0.90,  0.9561308E+00,  0.2517207E+02
