#phase,      #real(PD),      #real(PA)
  0.00,  0.9979961E+00,  0.8968719E+02
  0.10,  0.9985489E+00,  0.9563727E+02
  0.20,  0.9996320E+00,  0.9965694E+02
  0.30,  0.9997951E+00,  0.1002238E+03
  0.40,  0.9984395E+00,  0.9677526E+02
  0.50,  0.9972897E+00,  0.9035339E+02
  0.60,  0.9982672E+00,  0.8376785E+02
  0.70,  0.9997204E+00,  0.7994249E+02
  0.80,  0.9997122E+00,  0.8011257E+02
  0.90,  0.9986561E+00,  0.8384326E+02
