#phase,      #real(PD),      #real(PA)
  0.00,  0.9963486E+00,  0.8959588E+02
  0.10,  0.9969655E+00,  0.9740879E+02
  0.20,  0.9984897E+00,  0.1033843E+03
  0.30,  0.9991422E+00,  0.1053685E+03
  0.40,  0.9956681E+00,  0.1011054E+03
  0.50,  0.9910414E+00,  0.9060489E+02
  0.60,  0.9950657E+00,  0.7971061E+02
  0.70,  0.9990324E+00,  0.7474462E+02
  0.80,  0.9986395E+00,  0.7619909E+02
  0.90,  0.9970937E+00,  0.8187795E+02
