#phase,      #real(PD),      #real(PA)
  0.00,  0.9464786E+00,  0.8836434E+02
  0.10,  0.9591385E+00,  0.1196910E+03
  0.20,  0.9764324E+00,  0.1447306E+03
  0.30,  0.9816102E+00,  0.1647156E+03
  0.40,  0.9540869E+00,  0.7250810E+01
  0.50,  0.2436492E+00,  0.7994046E+02
  0.60,  0.9416388E+00,  0.1694644E+03
  0.70,  0.9813082E+00,  0.1335474E+02
  0.80,  0.9775324E+00,  0.3311688E+02
  0.90,  0.9612139E+00,  0.5748294E+02
