#phase,      #real(PD),      #real(PA)
  0.00,  0.9980751E+00,  0.8969238E+02
  0.10,  0.9986579E+00,  0.9551660E+02
  0.20,  0.9997288E+00,  0.9931752E+02
  0.30,  0.9998388E+00,  0.9967881E+02
  0.40,  0.9986726E+00,  0.9630435E+02
  0.50,  0.9977653E+00,  0.9032633E+02
  0.60,  0.9985333E+00,  0.8420867E+02
  0.70,  0.9997682E+00,  0.8049696E+02
  0.80,  0.9998018E+00,  0.8047700E+02
  0.90,  0.9987685E+00,  0.8398139E+02
