#phase,      #real(PD),      #real(PA)
  0.00,  0.9817181E+00,  0.8904754E+02
  0.10,  0.9837263E+00,  0.1077438E+03
  0.20,  0.9887698E+00,  0.1242594E+03
  0.30,  0.9949366E+00,  0.1365492E+03
  0.40,  0.9924114E+00,  0.1388683E+03
  0.50,  0.6540876E+00,  0.9425999E+02
  0.60,  0.9867093E+00,  0.4230855E+02
  0.70,  0.9955766E+00,  0.4257776E+02
  0.80,  0.9893512E+00,  0.5428338E+02
  0.90,  0.9841365E+00,  0.7047281E+02
