#phase,      #real(PD),      #real(PA)
  0.00,  0.9698237E+00,  0.8877181E+02
  0.10,  0.9712173E+00,  0.1131434E+03
  0.20,  0.9734330E+00,  0.1365940E+03
  0.30,  0.9699868E+00,  0.1599119E+03
  0.40,  0.9217531E+00,  0.9501673E+01
  0.50,  0.4347803E+00,  0.8370306E+02
  0.60,  0.9046854E+00,  0.1663070E+03
  0.70,  0.9687455E+00,  0.1762332E+02
  0.80,  0.9735006E+00,  0.4110632E+02
  0.90,  0.9714760E+00,  0.6446354E+02
