#phase,      #real(PD),      #real(PA)
  0.00,  0.9834546E+00,  0.8909401E+02
  0.10,  0.9862532E+00,  0.1066924E+03
  0.20,  0.9926857E+00,  0.1211094E+03
  0.30,  0.9986255E+00,  0.1294859E+03
  0.40,  0.9867138E+00,  0.1255295E+03
  0.50,  0.8810249E+00,  0.9236338E+02
  0.60,  0.9808479E+00,  0.5617061E+02
  0.70,  0.9989612E+00,  0.5016990E+02
  0.80,  0.9933639E+00,  0.5772907E+02
  0.90,  0.9868091E+00,  0.7167453E+02
