#phase,      #real(PD),      #real(PA)
  0.00,  0.9342237E+00,  0.8817396E+02
  0.10,  0.9354233E+00,  0.1245840E+03
  0.20,  0.9375156E+00,  0.1604613E+03
  0.30,  0.9376480E+00,  0.1598041E+02
  0.40,  0.9356473E+00,  0.5180029E+02
  0.50,  0.9342237E+00,  0.8817396E+02
  0.60,  0.9354233E+00,  0.1245840E+03
  0.70,  0.9375156E+00,  0.1604613E+03
  0.80,  0.9376480E+00,  0.1598041E+02
  0.90,  0.9356473E+00,  0.5180029E+02
