#phase,      #real(PD),      #real(PA)
  0.00,  0.9417113E+00,  0.8828249E+02
  0.10,  0.9416200E+00,  0.1226391E+03
  0.20,  0.9403003E+00,  0.1571635E+03
  0.30,  0.9359237E+00,  0.1249168E+02
  0.40,  0.9290909E+00,  0.4946502E+02
  0.50,  0.9250971E+00,  0.8805129E+02
  0.60,  0.9284456E+00,  0.1267345E+03
  0.70,  0.9353007E+00,  0.1638956E+03
  0.80,  0.9400214E+00,  0.1935475E+02
  0.90,  0.9415762E+00,  0.5392212E+02
