#phase,      #real(PD),      #real(PA)
  0.00,  0.9266693E+00,  0.8808324E+02
  0.10,  0.9481869E+00,  0.1243246E+03
  0.20,  0.9721347E+00,  0.1519470E+03
  0.30,  0.9754373E+00,  0.1742205E+03
  0.40,  0.9306218E+00,  0.2178812E+02
  0.50,  0.6324818E+00,  0.8547382E+02
  0.60,  0.9158140E+00,  0.1542410E+03
  0.70,  0.9744670E+00,  0.3525203E+01
  0.80,  0.9733670E+00,  0.2570545E+02
  0.90,  0.9514133E+00,  0.5249751E+02
