#phase,      #real(PD),      #real(PA)
  0.00,  0.9783345E+00,  0.8896355E+02
  0.10,  0.9794492E+00,  0.1095100E+03
  0.20,  0.9820807E+00,  0.1289929E+03
  0.30,  0.9842291E+00,  0.1469074E+03
  0.40,  0.9816306E+00,  0.1634369E+03
  0.50,  0.7456588E+00,  0.1789856E+03
  0.60,  0.9800198E+00,  0.1497005E+02
  0.70,  0.9843286E+00,  0.3138457E+02
  0.80,  0.9823514E+00,  0.4914354E+02
  0.90,  0.9796747E+00,  0.6847935E+02
