#phase,      #real(PD),      #real(PA)
  0.00,  0.9520812E+00,  0.8844716E+02
  0.10,  0.9554094E+00,  0.1191384E+03
  0.20,  0.9597885E+00,  0.1482413E+03
  0.30,  0.9526398E+00,  0.1774352E+03
  0.40,  0.9065086E+00,  0.3360719E+02
  0.50,  0.8223794E+00,  0.8698050E+02
  0.60,  0.8977243E+00,  0.1419292E+03
  0.70,  0.9505533E+00,  0.1794332E+03
  0.80,  0.9598308E+00,  0.2890981E+02
  0.90,  0.9559917E+00,  0.5787392E+02
