#phase,      #real(PD),      #real(PA)
  0.00,  0.8950790E+00,  0.8769709E+02
  0.10,  0.9268800E+00,  0.1310887E+03
  0.20,  0.9576994E+00,  0.1643810E+03
  0.30,  0.9590137E+00,  0.1271066E+02
  0.40,  0.9313683E+00,  0.4512222E+02
  0.50,  0.8950790E+00,  0.8769709E+02
  0.60,  0.9268800E+00,  0.1310887E+03
  0.70,  0.9576994E+00,  0.1643810E+03
  0.80,  0.9590137E+00,  0.1271066E+02
  0.90,  0.9313683E+00,  0.4512222E+02
