#phase,      #real(PD),      #real(PA)
  0.00,  0.8645099E+00,  0.2577744E-14
  0.10,  0.9984238E+00,  0.1800000E+03
  0.20,  0.9999100E+00,  0.1800000E+03
  0.30,  0.9999358E+00,  0.1800000E+03
  0.40,  0.9988614E+00,  0.1800000E+03
  0.50,  0.8645099E+00,  0.1800000E+03
  0.60,  0.9984238E+00,  0.1215376E-14
  0.70,  0.9999100E+00,  0.2520015E-14
  0.80,  0.9999358E+00,  0.4759985E-14
  0.90,  0.9988614E+00,  0.1106083E-13
