#phase,      #real(PD),      #real(PA)
  0.00,  0.9512339E+00,  0.8844773E+02
  0.10,  0.9701753E+00,  0.1171977E+03
  0.20,  0.9915134E+00,  0.1357177E+03
  0.30,  0.9993308E+00,  0.1437258E+03
  0.40,  0.9832319E+00,  0.1382973E+03
  0.50,  0.7551292E+00,  0.9350387E+02
  0.60,  0.9747762E+00,  0.4371650E+02
  0.70,  0.9995642E+00,  0.3604725E+02
  0.80,  0.9927720E+00,  0.4303521E+02
  0.90,  0.9729938E+00,  0.6042710E+02
