#phase,      #real(PD),      #real(PA)
  0.00,  0.9361051E+00,  0.8820000E+02
  0.10,  0.9361051E+00,  0.1242000E+03
  0.20,  0.9361051E+00,  0.1602000E+03
  0.30,  0.9361051E+00,  0.1620000E+02
  0.40,  0.9361051E+00,  0.5220000E+02
  0.50,  0.9361051E+00,  0.8820000E+02
  0.60,  0.9361051E+00,  0.1242000E+03
  0.70,  0.9361051E+00,  0.1602000E+03
  0.80,  0.9361051E+00,  0.1620000E+02
  0.90,  0.9361051E+00,  0.5220000E+02
