#phase,      #real(PD),      #real(PA)
  0.00,  0.9192060E+00,  0.8798236E+02
  0.10,  0.9380153E+00,  0.1266207E+03
  0.20,  0.9597651E+00,  0.1582218E+03
  0.30,  0.9592409E+00,  0.6160294E+01
  0.40,  0.9221233E+00,  0.3942729E+02
  0.50,  0.8589373E+00,  0.8732210E+02
  0.60,  0.9152026E+00,  0.1365078E+03
  0.70,  0.9576689E+00,  0.1709340E+03
  0.80,  0.9607841E+00,  0.1893962E+02
  0.90,  0.9409234E+00,  0.4988211E+02
