#phase,      #real(PD),      #real(PA)
  0.00,  0.9809919E+00,  0.8904328E+02
  0.10,  0.9812968E+00,  0.1081096E+03
  0.20,  0.9819453E+00,  0.1267645E+03
  0.30,  0.9817376E+00,  0.1447652E+03
  0.40,  0.9731579E+00,  0.1621143E+03
  0.50,  0.6406456E+00,  0.1787525E+03
  0.60,  0.9695323E+00,  0.1619004E+02
  0.70,  0.9815564E+00,  0.3347201E+02
  0.80,  0.9819945E+00,  0.5140434E+02
  0.90,  0.9813577E+00,  0.7000042E+02
