#phase,      #real(PD),      #real(PA)
  0.00,  0.8564430E+00,  0.8730405E+02
  0.10,  0.9247131E+00,  0.1357542E+03
  0.20,  0.9685014E+00,  0.1667157E+03
  0.30,  0.9699412E+00,  0.1078257E+02
  0.40,  0.9323712E+00,  0.4043990E+02
  0.50,  0.8564430E+00,  0.8730405E+02
  0.60,  0.9247131E+00,  0.1357542E+03
  0.70,  0.9685014E+00,  0.1667157E+03
  0.80,  0.9699412E+00,  0.1078257E+02
  0.90,  0.9323712E+00,  0.4043990E+02
