#phase,      #real(PD),      #real(PA)
  0.00,  0.1000000E+01,  0.9000000E+02
  0.10,  0.1000000E+01,  0.9000000E+02
  0.20,  0.1000000E+01,  0.9000000E+02
  0.30,  0.1000000E+01,  0.9000000E+02
  0.40,  0.1000000E+01,  0.9000000E+02
  0.50,  0.1000000E+01,  0.9000000E+02
  0.60,  0.1000000E+01,  0.9000000E+02
  0.70,  0.1000000E+01,  0.9000000E+02
  0.80,  0.1000000E+01,  0.9000000E+02
  0.90,  0.1000000E+01,  0.9000000E+02
