#phase,      #real(PD),      #real(PA)
  0.00,  0.9155651E+00,  0.8797003E+02
  0.10,  0.9687499E+00,  0.1228468E+03
  0.20,  0.9976317E+00,  0.1377370E+03
  0.30,  0.9984246E+00,  0.1383411E+03
  0.40,  0.9742541E+00,  0.1252152E+03
  0.50,  0.9155651E+00,  0.9202997E+02
  0.60,  0.9687499E+00,  0.5715318E+02
  0.70,  0.9976317E+00,  0.4226305E+02
  0.80,  0.9984246E+00,  0.4165886E+02
  0.90,  0.9742541E+00,  0.5478483E+02
