#phase,      #real(PD),      #real(PA)
  0.00,  0.9603006E+00,  0.8859788E+02
  0.10,  0.9589115E+00,  0.1167891E+03
  0.20,  0.9530381E+00,  0.1461308E+03
  0.30,  0.9370481E+00,  0.1787175E+03
  0.40,  0.9004684E+00,  0.3832986E+02
  0.50,  0.8656259E+00,  0.8740317E+02
  0.60,  0.8957282E+00,  0.1371609E+03
  0.70,  0.9344782E+00,  0.1777135E+03
  0.80,  0.9520405E+00,  0.3080443E+02
  0.90,  0.9585770E+00,  0.6035280E+02
