#phase,      #real(PD),      #real(PA)
  0.00,  0.7804074E+00,  0.8664134E+02
  0.10,  0.9277710E+00,  0.1423652E+03
  0.20,  0.9798290E+00,  0.1695263E+03
  0.30,  0.9810524E+00,  0.8478419E+01
  0.40,  0.9390985E+00,  0.3395521E+02
  0.50,  0.7804074E+00,  0.8664134E+02
  0.60,  0.9277710E+00,  0.1423652E+03
  0.70,  0.9798290E+00,  0.1695263E+03
  0.80,  0.9810524E+00,  0.8478419E+01
  0.90,  0.9390985E+00,  0.3395521E+02
