#phase,      #real(PD),      #real(PA)
  0.00,  0.7890371E+00,  0.8672260E+02
  0.10,  0.9400949E+00,  0.1400381E+03
  0.20,  0.9883655E+00,  0.1630033E+03
  0.30,  0.9930613E+00,  0.1758444E+03
  0.40,  0.9753686E+00,  0.1074821E+02
  0.50,  0.1793338E+00,  0.7653157E+02
  0.60,  0.9665014E+00,  0.1667934E+03
  0.70,  0.9928801E+00,  0.2964909E+01
  0.80,  0.9895494E+00,  0.1549984E+02
  0.90,  0.9509244E+00,  0.3663970E+02
