#phase,      #real(PD),      #real(PA)
  0.00,  0.9508650E+00,  0.8842989E+02
  0.10,  0.9579342E+00,  0.1190513E+03
  0.20,  0.9685332E+00,  0.1460574E+03
  0.30,  0.9674645E+00,  0.1708715E+03
  0.40,  0.9163932E+00,  0.2213799E+02
  0.50,  0.6700878E+00,  0.8576453E+02
  0.60,  0.9014638E+00,  0.1535452E+03
  0.70,  0.9660647E+00,  0.6535397E+01
  0.80,  0.9691427E+00,  0.3143579E+02
  0.90,  0.9591638E+00,  0.5806176E+02
