#phase,      #real(PD),      #real(PA)
  0.00,  0.9977467E+00,  0.8967168E+02
  0.10,  0.9982975E+00,  0.9594665E+02
  0.20,  0.9994523E+00,  0.1003419E+03
  0.30,  0.9996968E+00,  0.1011858E+03
  0.40,  0.9980059E+00,  0.9756767E+02
  0.50,  0.9964130E+00,  0.9039852E+02
  0.60,  0.9977742E+00,  0.8302759E+02
  0.70,  0.9996141E+00,  0.7897131E+02
  0.80,  0.9995453E+00,  0.7939071E+02
  0.90,  0.9984066E+00,  0.8349823E+02
