#phase,      #real(PD),      #real(PA)
  0.00,  0.9643392E+00,  0.8866416E+02
  0.10,  0.9642357E+00,  0.1153858E+03
  0.20,  0.9619369E+00,  0.1424203E+03
  0.30,  0.9492879E+00,  0.1716828E+03
  0.40,  0.8947900E+00,  0.2949038E+02
  0.50,  0.7923221E+00,  0.8672902E+02
  0.60,  0.8844021E+00,  0.1457844E+03
  0.70,  0.9466631E+00,  0.5088027E+01
  0.80,  0.9613659E+00,  0.3481011E+02
  0.90,  0.9641745E+00,  0.6193777E+02
