#phase,      #real(PD),      #real(PA)
  0.00,  0.9369070E+00,  0.8821903E+02
  0.10,  0.9483343E+00,  0.1226978E+03
  0.20,  0.9634673E+00,  0.1521950E+03
  0.30,  0.9619027E+00,  0.1789984E+03
  0.40,  0.9151637E+00,  0.3214772E+02
  0.50,  0.7972913E+00,  0.8676751E+02
  0.60,  0.9046283E+00,  0.1435669E+03
  0.70,  0.9602426E+00,  0.1781900E+03
  0.80,  0.9642359E+00,  0.2510030E+02
  0.90,  0.9502205E+00,  0.5410464E+02
