#phase,      #real(PD),      #real(PA)
  0.00,  0.8351089E+00,  0.8714377E+02
  0.10,  0.9611368E+00,  0.1328241E+03
  0.20,  0.9980138E+00,  0.1479623E+03
  0.30,  0.9986977E+00,  0.1485133E+03
  0.40,  0.9699090E+00,  0.1354426E+03
  0.50,  0.8351089E+00,  0.9285623E+02
  0.60,  0.9611368E+00,  0.4717586E+02
  0.70,  0.9980138E+00,  0.3203771E+02
  0.80,  0.9986977E+00,  0.3148671E+02
  0.90,  0.9699090E+00,  0.4455741E+02
