#phase,      #real(PD),      #real(PA)
  0.00,  0.9504215E+00,  0.8841873E+02
  0.10,  0.9512171E+00,  0.1199557E+03
  0.20,  0.9506479E+00,  0.1513125E+03
  0.30,  0.9409948E+00,  0.4056318E+01
  0.40,  0.9133587E+00,  0.4199317E+02
  0.50,  0.8869984E+00,  0.8760357E+02
  0.60,  0.9097358E+00,  0.1337697E+03
  0.70,  0.9391444E+00,  0.1724596E+03
  0.80,  0.9502451E+00,  0.2552261E+02
  0.90,  0.9513240E+00,  0.5690806E+02
