#phase,      #real(PD),      #real(PA)
  0.00,  0.9281355E+00,  0.8809212E+02
  0.10,  0.9334312E+00,  0.1257708E+03
  0.20,  0.9417104E+00,  0.1612458E+03
  0.30,  0.9421964E+00,  0.1532254E+02
  0.40,  0.9343738E+00,  0.5056872E+02
  0.50,  0.9281355E+00,  0.8809212E+02
  0.60,  0.9334312E+00,  0.1257708E+03
  0.70,  0.9417104E+00,  0.1612458E+03
  0.80,  0.9421964E+00,  0.1532254E+02
  0.90,  0.9343738E+00,  0.5056872E+02
