#phase,      #real(PD),      #real(PA)
  0.00,  0.9082711E+00,  0.8785999E+02
  0.10,  0.9476141E+00,  0.1269777E+03
  0.20,  0.9805006E+00,  0.1524247E+03
  0.30,  0.9874018E+00,  0.1696364E+03
  0.40,  0.9658110E+00,  0.8511231E+01
  0.50,  0.1983397E+00,  0.7788126E+02
  0.60,  0.9553399E+00,  0.1686255E+03
  0.70,  0.9872490E+00,  0.8765533E+01
  0.80,  0.9819801E+00,  0.2562817E+02
  0.90,  0.9526794E+00,  0.4985811E+02
