#phase,      #real(PD),      #real(PA)
  0.00,  0.9454836E+00,  0.8834047E+02
  0.10,  0.9449086E+00,  0.1215848E+03
  0.20,  0.9421284E+00,  0.1552980E+03
  0.30,  0.9352708E+00,  0.1040057E+02
  0.40,  0.9249694E+00,  0.4798680E+02
  0.50,  0.9188011E+00,  0.8797168E+02
  0.60,  0.9239829E+00,  0.1281015E+03
  0.70,  0.9343340E+00,  0.1659665E+03
  0.80,  0.9416516E+00,  0.2127365E+02
  0.90,  0.9447603E+00,  0.5507602E+02
