#phase,      #real(PD),      #real(PA)
  0.00,  0.9796323E+00,  0.8908641E+02
  0.10,  0.9793303E+00,  0.1073427E+03
  0.20,  0.9779057E+00,  0.1255028E+03
  0.30,  0.9726239E+00,  0.1434983E+03
  0.40,  0.9360733E+00,  0.1612148E+03
  0.50,  0.3912016E+00,  0.1781373E+03
  0.60,  0.9218175E+00,  0.1707800E+02
  0.70,  0.9715161E+00,  0.3471287E+02
  0.80,  0.9776400E+00,  0.5268944E+02
  0.90,  0.9792555E+00,  0.7083549E+02
