#phase,      #real(PD),      #real(PA)
  0.00,  0.9615696E+00,  0.8861531E+02
  0.10,  0.9691583E+00,  0.1153554E+03
  0.20,  0.9817103E+00,  0.1373335E+03
  0.30,  0.9888546E+00,  0.1541016E+03
  0.40,  0.9901677E+00,  0.1675224E+03
  0.50,  0.8327240E+00,  0.1793123E+03
  0.60,  0.9896006E+00,  0.1124772E+02
  0.70,  0.9892663E+00,  0.2443884E+02
  0.80,  0.9826973E+00,  0.4078036E+02
  0.90,  0.9704972E+00,  0.6218856E+02
